,ProdTaken,Age,CityTier,Gender,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisited,MonthlyIncome,NumberofAdultVisited,TypeofContact_Company Invited,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_Basic,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Designation_AVP,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
3824,0,36.0,3,1,4.0,5.0,2.0,0,3,0,1.0,20822.0,3.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3825,0,29.0,1,1,4.0,3.0,3.0,0,3,0,1.0,20822.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3826,0,32.0,1,1,4.0,5.0,3.0,1,1,0,1.0,21743.0,2.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3827,0,37.0,1,1,2.0,4.0,3.0,0,5,1,1.0,21488.0,3.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3828,0,35.0,3,1,4.0,3.0,3.0,0,5,1,1.0,28566.0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3829,0,35.0,3,1,4.0,3.0,3.0,0,1,1,2.0,27306.0,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3830,0,27.0,1,1,4.0,5.0,2.0,0,5,1,3.0,21545.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3831,0,30.0,1,1,4.0,5.0,2.0,0,3,1,1.0,24051.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3832,0,33.0,1,0,4.0,3.0,7.0,0,3,0,2.0,25345.0,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3833,0,32.0,1,1,6.0,5.0,3.0,0,1,1,2.0,23681.0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3834,1,29.0,1,1,5.0,3.0,7.0,0,3,0,2.0,21045.0,1.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3835,0,39.0,3,1,5.0,5.0,6.0,0,3,0,2.0,21536.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3836,0,36.0,3,0,4.0,3.0,3.0,1,4,1,2.0,23882.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3837,0,28.0,3,1,4.0,3.0,3.0,0,1,0,2.0,22783.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3838,0,33.0,1,1,5.0,3.0,2.0,0,1,0,2.0,28357.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3839,1,32.0,3,1,4.0,3.0,3.0,1,3,0,2.0,24295.0,2.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3840,1,54.0,3,1,4.0,5.0,8.0,1,3,1,3.0,29126.0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3841,0,55.0,1,0,4.0,3.0,5.0,0,5,0,2.0,21575.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3842,0,34.0,1,1,4.0,3.0,3.0,0,5,1,2.0,24646.0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3843,0,44.0,1,1,4.0,3.0,3.0,0,1,1,1.0,26188.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3844,0,39.0,2,1,4.0,4.0,2.0,1,1,1,2.0,21669.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3845,0,56.0,2,1,2.0,3.0,6.0,1,5,1,3.0,38314.0,1.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3846,0,32.0,1,0,6.0,3.0,3.0,1,5,1,1.0,19807.0,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3847,0,40.0,3,1,4.0,5.0,2.0,0,1,1,3.0,32019.0,1.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3848,0,43.0,1,1,5.0,3.0,3.0,0,3,1,2.0,23010.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3849,0,32.0,1,0,4.0,3.0,6.0,0,1,1,2.0,29709.0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3850,0,55.0,1,0,4.0,5.0,8.0,1,1,0,1.0,23118.0,3.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3851,0,25.0,1,1,5.0,3.0,3.0,0,3,1,2.0,23295.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3852,0,24.0,1,1,4.0,3.0,3.0,0,5,1,1.0,21325.0,3.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3853,0,41.0,1,0,4.0,3.0,3.0,0,3,1,2.0,25001.0,2.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3854,0,41.0,3,0,4.0,4.0,5.0,0,3,1,2.0,24355.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3855,0,26.0,2,0,4.0,4.0,6.0,0,4,0,1.0,20865.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3856,0,31.0,1,1,4.0,4.0,3.0,0,5,0,2.0,22426.0,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3857,0,26.0,1,1,4.0,3.0,8.0,1,5,0,1.0,22655.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3858,0,48.0,1,1,4.0,3.0,4.0,0,3,1,1.0,27311.0,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3859,0,34.0,1,1,5.0,3.0,3.0,0,3,0,1.0,20686.0,2.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3860,0,39.0,3,1,4.0,4.0,2.0,0,4,1,2.0,23118.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3861,0,32.0,3,1,4.0,3.0,2.0,0,4,1,1.0,21745.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3862,0,39.0,1,1,5.0,3.0,4.0,0,4,1,2.0,23999.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3863,0,43.0,1,1,4.0,5.0,8.0,1,1,0,1.0,24088.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3864,0,42.0,1,1,4.0,3.0,5.0,0,1,0,1.0,21460.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3865,0,48.0,1,0,4.0,4.0,2.0,0,5,0,1.0,30635.0,3.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3866,0,36.0,1,1,4.0,3.0,2.0,1,5,0,1.0,21338.0,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3867,0,23.0,1,1,4.0,3.0,2.0,0,3,0,3.0,22053.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3868,0,36.0,1,1,4.0,3.0,3.0,0,4,0,2.0,23776.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3869,0,34.0,1,0,4.0,3.0,2.0,1,1,1,2.0,23556.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3870,0,33.0,1,0,5.0,4.0,3.0,0,3,1,1.0,21515.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3871,0,41.0,1,1,4.0,3.0,2.0,0,1,0,1.0,21084.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3872,0,33.0,3,1,5.0,4.0,2.0,0,1,0,3.0,20947.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3873,0,40.0,1,1,4.0,3.0,2.0,0,4,1,1.0,22786.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3874,0,39.0,1,0,6.0,3.0,5.0,0,1,1,2.0,31884.0,1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3875,0,33.0,3,0,4.0,3.0,3.0,0,5,1,1.0,29100.0,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3876,0,38.0,1,0,2.0,3.0,3.0,1,1,0,2.0,32422.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3877,0,26.0,3,0,4.0,3.0,2.0,1,1,1,2.0,23585.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3879,0,45.0,1,1,4.0,3.0,8.0,1,4,0,2.0,21114.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3880,0,22.0,3,1,4.0,5.0,3.0,1,1,1,1.0,21058.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3881,0,40.0,1,1,4.0,3.0,2.0,0,4,0,2.0,38109.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3882,1,24.0,3,1,4.0,5.0,3.0,0,5,1,1.0,20468.0,2.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3883,0,37.0,3,0,5.0,3.0,2.0,0,3,1,1.0,26322.0,3.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3884,0,37.0,1,0,4.0,4.0,2.0,0,3,1,2.0,23809.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3885,0,57.0,1,1,4.0,3.0,3.0,0,3,0,1.0,24984.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3886,1,30.0,1,1,4.0,3.0,2.0,1,3,1,1.0,23465.0,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3887,0,43.0,1,1,4.0,3.0,2.0,0,3,1,2.0,37558.0,1.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3888,1,57.0,1,1,4.0,3.0,2.0,0,4,1,3.0,21017.0,1.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3889,0,42.0,1,0,5.0,4.0,2.0,0,5,1,2.0,32248.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3890,0,35.0,3,0,5.0,3.0,3.0,0,5,1,1.0,25390.0,3.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3891,0,37.0,3,1,6.0,3.0,3.0,0,1,1,1.0,24084.0,2.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3892,0,42.0,3,1,5.0,4.0,4.0,0,3,0,2.0,27616.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3893,0,33.0,1,1,4.0,5.0,3.0,0,1,1,2.0,21117.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3894,0,36.0,2,0,4.0,3.0,3.0,1,1,1,1.0,27515.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3895,0,39.0,3,0,4.0,3.0,3.0,0,4,0,3.0,24021.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3896,1,51.0,3,1,4.0,3.0,2.0,0,3,1,2.0,25406.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3897,0,37.0,3,0,5.0,3.0,6.0,0,1,1,2.0,25330.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3898,0,46.0,3,0,4.0,3.0,2.0,0,1,1,1.0,23528.0,2.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3899,0,41.0,1,1,5.0,3.0,4.0,0,5,0,2.0,21487.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3900,0,36.0,1,1,4.0,3.0,3.0,1,3,1,1.0,24367.0,3.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3901,0,41.0,1,0,4.0,3.0,4.0,0,1,1,2.0,20679.0,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3902,0,36.0,1,0,6.0,3.0,3.0,0,3,0,2.0,21655.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3903,0,30.0,1,1,5.0,4.0,6.0,1,4,1,1.0,22703.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3904,0,30.0,1,0,5.0,5.0,3.0,0,1,0,2.0,22463.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3905,1,51.0,3,1,5.0,5.0,6.0,1,5,0,1.0,29532.0,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3906,0,40.0,3,0,5.0,3.0,2.0,0,1,1,2.0,30709.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3907,0,32.0,1,1,4.0,5.0,2.0,0,1,0,3.0,28614.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3908,0,27.0,3,0,5.0,3.0,2.0,0,1,0,1.0,21644.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3909,0,37.0,1,1,2.0,3.0,6.0,0,3,0,1.0,21249.0,2.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3910,0,40.0,1,1,5.0,5.0,6.0,0,4,1,1.0,28669.0,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3911,0,28.0,1,1,2.0,4.0,3.0,1,4,1,1.0,24820.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3912,0,50.0,3,1,5.0,4.0,4.0,0,3,1,3.0,24068.0,1.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3913,0,35.0,1,1,2.0,3.0,4.0,0,3,0,2.0,23082.0,1.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3914,1,42.0,3,0,4.0,3.0,2.0,1,4,0,3.0,24671.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3915,0,50.0,1,1,5.0,4.0,3.0,0,1,0,1.0,23808.0,3.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3916,1,38.0,1,1,5.0,3.0,8.0,1,3,0,3.0,20768.0,1.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3917,0,34.0,1,0,4.0,3.0,3.0,1,1,1,2.0,21587.0,1.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3918,0,28.0,1,1,4.0,4.0,2.0,0,5,1,2.0,22146.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3919,0,33.0,1,1,4.0,3.0,2.0,0,3,1,2.0,21746.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3920,0,60.0,1,0,2.0,5.0,6.0,1,1,0,2.0,21348.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3921,0,31.0,1,1,4.0,3.0,3.0,0,3,1,3.0,21371.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3922,0,39.0,1,1,5.0,3.0,2.0,0,3,1,1.0,28204.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3923,0,37.0,1,1,4.0,3.0,8.0,0,3,0,1.0,23915.0,3.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3924,0,36.0,1,1,2.0,4.0,2.0,0,4,1,2.0,21104.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3925,0,30.0,1,0,5.0,3.0,2.0,1,1,1,2.0,22871.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3926,0,32.0,1,1,4.0,3.0,3.0,0,3,1,2.0,21589.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3927,0,35.0,1,1,4.0,3.0,2.0,0,3,0,1.0,21339.0,3.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3928,1,29.0,1,1,5.0,3.0,7.0,1,1,0,1.0,20706.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3929,0,30.0,1,0,2.0,5.0,3.0,0,5,1,2.0,28658.0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3930,0,33.0,1,1,2.0,4.0,2.0,1,1,1,3.0,21976.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3931,0,23.0,1,1,2.0,3.0,3.0,1,3,0,3.0,21613.0,1.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3932,0,54.0,3,0,5.0,3.0,4.0,0,3,0,1.0,34105.0,3.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3933,0,39.0,1,1,4.0,3.0,7.0,1,1,0,1.0,22622.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3934,0,25.0,1,0,2.0,3.0,2.0,0,5,0,2.0,22689.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3935,1,37.0,3,1,5.0,5.0,2.0,0,1,0,1.0,22085.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3936,0,35.0,1,0,4.0,4.0,2.0,0,5,0,1.0,30672.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3937,0,22.0,1,1,4.0,3.0,3.0,0,5,1,2.0,19910.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3938,1,35.0,1,1,4.0,5.0,4.0,0,4,0,1.0,21638.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3939,0,54.0,1,0,4.0,3.0,2.0,0,4,1,1.0,37772.0,2.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3940,1,33.0,1,0,6.0,5.0,3.0,1,4,0,1.0,22597.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3941,0,43.0,3,1,4.0,4.0,2.0,0,3,1,1.0,25503.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3942,0,45.0,1,0,5.0,3.0,5.0,0,4,0,1.0,28926.0,2.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3943,0,47.0,3,0,4.0,5.0,2.0,0,1,1,2.0,37625.0,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3944,0,34.0,1,1,4.0,3.0,6.0,0,3,0,3.0,21174.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3945,0,45.0,1,1,4.0,3.0,4.0,1,3,0,2.0,25143.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3946,0,31.0,1,1,5.0,3.0,3.0,0,4,0,2.0,20884.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3947,1,40.0,3,1,4.0,3.0,5.0,0,1,0,1.0,20764.0,2.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3948,1,25.0,1,1,4.0,3.0,4.0,1,3,0,3.0,20971.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3949,0,44.0,1,0,2.0,3.0,3.0,0,1,1,3.0,21323.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3950,1,51.0,3,1,5.0,3.0,3.0,1,4,1,2.0,21361.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3951,0,36.0,3,0,4.0,3.0,3.0,0,1,1,3.0,20692.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3952,0,37.0,1,0,5.0,5.0,2.0,1,1,1,2.0,22097.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3953,0,34.0,3,0,2.0,5.0,4.0,0,3,0,2.0,24054.0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3954,0,36.0,1,1,4.0,3.0,3.0,0,4,1,2.0,20629.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3955,0,28.0,1,0,4.0,5.0,3.0,0,3,1,2.0,21019.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3956,1,27.0,1,1,6.0,3.0,3.0,0,1,0,1.0,20971.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3957,0,28.0,3,1,4.0,3.0,3.0,0,1,1,1.0,27404.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3958,0,31.0,1,0,4.0,3.0,3.0,0,3,1,1.0,22689.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3959,1,42.0,1,0,4.0,3.0,3.0,0,4,1,2.0,38223.0,1.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3960,0,35.0,3,1,4.0,3.0,2.0,0,5,0,2.0,23246.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3961,0,38.0,1,1,4.0,4.0,6.0,0,4,0,2.0,21700.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3962,0,47.0,3,1,4.0,3.0,6.0,1,5,1,2.0,24450.0,2.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3963,0,36.0,1,1,2.0,3.0,3.0,0,5,1,2.0,20947.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3964,1,49.0,1,1,5.0,3.0,2.0,1,5,0,1.0,24059.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3965,1,29.0,1,1,4.0,3.0,3.0,1,1,0,1.0,22119.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3966,0,45.0,3,0,4.0,5.0,7.0,1,1,1,2.0,24132.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3967,0,36.0,1,1,5.0,5.0,4.0,1,5,1,3.0,28562.0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3968,0,27.0,3,0,5.0,3.0,2.0,1,1,0,1.0,22835.0,2.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3969,0,34.0,1,0,4.0,3.0,3.0,1,1,1,1.0,32136.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3970,0,36.0,3,1,4.0,5.0,3.0,0,4,0,1.0,27747.0,3.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3971,0,36.0,1,0,4.0,5.0,5.0,1,4,0,1.0,22692.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3972,0,32.0,1,1,4.0,3.0,5.0,0,3,0,2.0,24593.0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3973,0,38.0,1,1,5.0,3.0,3.0,0,5,0,1.0,24671.0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3974,0,33.0,1,1,4.0,3.0,3.0,1,4,1,2.0,24840.0,1.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3975,0,39.0,1,0,4.0,3.0,3.0,0,3,1,1.0,21084.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3976,0,51.0,1,0,5.0,3.0,2.0,1,4,1,2.0,37418.0,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3977,0,60.0,3,0,4.0,5.0,2.0,0,3,1,2.0,26315.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3978,0,37.0,1,0,4.0,3.0,3.0,0,4,1,1.0,28774.0,2.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3979,0,56.0,1,0,4.0,3.0,4.0,1,3,1,2.0,33434.0,1.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3980,0,37.0,1,1,5.0,4.0,3.0,0,4,1,2.0,25177.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3981,0,46.0,1,1,4.0,5.0,4.0,0,3,0,1.0,28402.0,2.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3982,0,36.0,1,1,4.0,5.0,6.0,0,1,0,2.0,20872.0,2.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3983,1,37.0,1,1,5.0,3.0,2.0,1,1,1,3.0,22066.0,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3984,0,60.0,3,0,5.0,3.0,2.0,0,5,1,1.0,24151.0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3985,0,30.0,1,1,4.0,4.0,2.0,0,4,1,1.0,21381.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3986,0,32.0,1,1,4.0,4.0,3.0,0,3,1,1.0,21179.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
3987,0,33.0,1,1,4.0,4.0,3.0,0,3,1,1.0,24898.0,3.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3988,0,37.0,1,0,2.0,3.0,5.0,0,1,0,1.0,21716.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
3989,0,32.0,1,0,4.0,3.0,3.0,0,5,1,3.0,23102.0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3990,0,36.0,3,1,5.0,5.0,2.0,0,1,1,2.0,22990.0,1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
